0,-90,0,3,61.9124,15.0991,61.8802,15.2215
0,-80,0,3,61.0628,15.2215,60.9301,15.2174
0,-70,0,3,60.3095,14.8091,60.3286,14.8746
0,-60,0,3,59.9933,14.7978,59.8086,14.8947
0,-50,0,3,59.3385,14.7049,59.3171,14.6997
0,-40,0,3,59.1358,14.7923,59.1102,14.9642
0,-30,0,3,59.059,14.9226,59.003,14.7731
0,-20,0,3,58.8477,14.7941,58.9604,14.8445
0,-10,0,3,58.7965,14.7091,59.0837,14.8287
0,0,0,3,58.4888,14.8675,58.5167,14.9492
0,10,0,3,58.7672,15.1105,58.8015,15.0918
0,20,0,3,58.7121,14.4528,58.534,14.4455
0,30,0,3,58.9033,14.7688,58.8756,14.9258
0,40,0,3,58.8433,14.6436,58.9594,14.4181
0,50,0,3,59.7578,14.8489,59.5869,14.8173
0,60,0,3,59.8543,14.9992,59.908,15.0888
0,70,0,3,60.1095,14.7581,60.1501,14.9252
0,80,0,3,60.9374,15.058,60.9893,15.1343
0,90,0,3,61.8588,15.2812,62.0142,15.5343
